timestamp,TestValue
2021-02-07 20:47:03.218147,2.9322707328399598
2021-02-07 20:47:03.219150,3.0632053488508095
2021-02-07 20:47:03.219150,2.9495150314781724
2021-02-07 20:47:03.219150,2.8035187076386174
2021-02-07 20:47:03.219150,3.1617225531137296
2021-02-07 20:47:03.220151,3.1265968227085636
2021-02-07 20:47:03.220151,3.1274163045786496
2021-02-07 20:47:03.220151,3.1456394906475
2021-02-07 20:47:03.220151,3.1275527675386665
2021-02-07 20:47:03.221151,3.231327586018341
2021-02-07 20:47:03.221151,3.2937351368688987
2021-02-07 20:47:03.221151,3.013524839964235
2021-02-07 20:47:03.221151,3.107515157947589
2021-02-07 20:47:03.221151,3.1968221991311094
2021-02-07 20:47:03.222150,3.1089107408567327
2021-02-07 20:47:03.222150,3.2834817355874106
2021-02-07 20:47:03.222150,3.1816321277369286
2021-02-07 20:47:03.222150,3.0504753974333583
2021-02-07 20:47:03.223136,3.2402025242476524
2021-02-07 20:47:03.223136,3.0940187667733596
2021-02-07 20:47:03.223136,3.314133025897454
2021-02-07 20:47:03.223136,3.224423526809305
2021-02-07 20:47:03.223136,3.2096749681597427
2021-02-07 20:47:03.224137,3.047182001921141
2021-02-07 20:47:03.224137,3.4149118350349834
2021-02-07 20:47:03.224137,3.4106342482568968
2021-02-07 20:47:03.224137,3.1559555909711206
2021-02-07 20:47:03.225137,3.257432038702139
2021-02-07 20:47:03.225137,3.299082701521666
2021-02-07 20:47:03.225137,3.2774607756158187
2021-02-07 20:47:03.225137,3.1845371717527513
2021-02-07 20:47:03.225137,3.3400819313859405
2021-02-07 20:47:03.226157,3.3663572806947877
2021-02-07 20:47:03.226157,3.4524764163412995
2021-02-07 20:47:03.226157,3.3963382144406307
2021-02-07 20:47:03.226157,3.363849952665472
2021-02-07 20:47:03.226157,3.403506668995466
2021-02-07 20:47:03.227144,3.404684963600883
2021-02-07 20:47:03.227144,3.3155824054397427
2021-02-07 20:47:03.227144,3.3827737409658845
2021-02-07 20:47:03.227144,3.5632626288006954
2021-02-07 20:47:03.228145,3.3977995336141347
2021-02-07 20:47:03.228145,3.407019645626833
2021-02-07 20:47:03.228145,3.7249990477838617
2021-02-07 20:47:03.228145,3.3818860327475293
2021-02-07 20:47:03.229158,3.4802607845552536
2021-02-07 20:47:03.229158,3.335375185596148
2021-02-07 20:47:03.229158,3.3116458078271194
2021-02-07 20:47:03.229158,3.550186472694886
2021-02-07 20:47:03.229158,3.638036495808668
2021-02-07 20:47:03.230144,3.4360582498927292
2021-02-07 20:47:03.230144,3.509709988685125
2021-02-07 20:47:03.230144,3.520519098510137
