timestamp,value
1638722700.0,22.518
1638722760.0,22.269
1638722820.0,22.358
1638722880.0,22.713
1638722940.0,22.28
1638723000.0,21.487
1638723060.0,22.205
1638723120.0,24.107
1638723180.0,23.768
1638723240.0,24.016
1638723300.0,24.773
1638723360.0,22.078
1638723420.0,23.99
1638723480.0,25.292
1638723540.0,24.964
1638723600.0,22.771
1638723660.0,22.666
1638723720.0,22.323
1638723780.0,23.462
1638723840.0,23.464
1638723900.0,25.078
1638723960.0,23.586
1638724020.0,23.65
1638724080.0,23.836
1638724140.0,22.932
1638724200.0,23.918
1638724260.0,24.226
1638724320.0,24.844
1638724380.0,24.242
1638724440.0,22.526
1638724500.0,22.277
1638724560.0,22.556
1638724620.0,21.127
1638724680.0,21.74
1638724740.0,21.997
1638724800.0,24.84
1638724860.0,22.599
1638724920.0,21.095
1638724980.0,21.956
1638725040.0,25.033
1638725100.0,23.733
1638725160.0,23.827
1638725220.0,23.233
1638725280.0,21.842
1638725340.0,22.444
1638725400.0,22.729
1638725460.0,24.419
1638725520.0,22.013
1638725580.0,23.089
1638725640.0,24.93
1638725700.0,23.139
1638725760.0,22.756
1638725820.0,22.542
1638725880.0,23.344
1638725940.0,23.255
1638726000.0,23.096
1638726060.0,22.938
1638726120.0,21.892
1638726180.0,21.593
1638726240.0,21.989
1638726300.0,23.611
1638726360.0,22.668
1638726420.0,23.651
1638726480.0,23.12
1638726540.0,24.805
1638726600.0,22.438
1638726660.0,22.669
1638726720.0,23.904
1638726780.0,22.82
1638726840.0,24.525
1638726900.0,24.732
1638726960.0,21.461
1638727020.0,21.187
1638727080.0,22.604
1638727140.0,21.656
1638727200.0,21.227
1638727260.0,24.131
1638727320.0,22.699
1638727380.0,22.677
1638727440.0,23.225
1638727500.0,23.94
1638727560.0,25.512
1638727620.0,26.305
1638727680.0,23.41
1638727740.0,21.252
1638727800.0,22.123
1638727860.0,22.963
1638727920.0,22.875
1638727980.0,22.218
1638728040.0,21.226
1638728100.0,23.158
1638728160.0,21.11
1638728220.0,23.556
1638728280.0,23.655
1638728340.0,21.833
1638728400.0,20.806
1638728460.0,21.245
1638728520.0,21.16
1638728580.0,22.881
1638728640.0,21.481
1638728700.0,22.829
1638728760.0,23.924
