timestamp,test_value,second
2020-12-24 16:10:25.481077,2.922805279981921,0
2020-12-24 16:10:25.504077,3.0211469020950985,1
2020-12-24 16:10:25.505068,3.1033463166549096,2
2020-12-24 16:10:25.506084,3.209866449909119,3
2020-12-24 16:10:25.508074,3.3290343459725995,4
2020-12-24 16:10:25.509060,3.453628704030795,5
2020-12-24 16:10:25.510074,3.6299378414658214,6
2020-12-24 16:10:25.511070,3.6989502728565684,7
2020-12-24 16:10:25.512059,3.7676219517172016,8
2020-12-24 16:10:25.513060,3.8122072788898964,9
2020-12-24 16:10:25.513060,3.8863011570325723,10
2020-12-24 16:10:25.514068,3.9587639732328035,11
2020-12-24 16:10:25.515069,4.003987705498589,12
2020-12-24 16:10:25.515069,3.998174210956329,13
2020-12-24 16:10:25.516056,3.9867729204397904,14
2020-12-24 16:10:25.517055,4.010267485316146,15
2020-12-24 16:10:25.517055,3.989378301334625,16
2020-12-24 16:10:25.518079,4.077140980881484,17
2020-12-24 16:10:25.518079,3.999606938856905,18
2020-12-24 16:10:25.519059,3.8415555205919736,19
2020-12-24 16:10:25.519059,4.047481911656337,20
2020-12-24 16:10:25.520068,3.7925395857653394,21
2020-12-24 16:10:25.520068,3.8282237438497337,22
2020-12-24 16:10:25.520068,3.9777354990685923,23
2020-12-24 16:10:25.521074,3.747465626691959,24
2020-12-24 16:10:25.521074,3.7117198770779947,25
2020-12-24 16:10:25.522060,3.5764522017900955,26
2020-12-24 16:10:25.522060,3.4501117451000907,27
2020-12-24 16:10:25.523060,3.2522232703169736,28
2020-12-24 16:10:25.524066,3.1969689314054337,29
2020-12-24 16:10:25.525067,2.9993179139255584,30
2020-12-24 16:10:25.526078,3.08796888001329,31
2020-12-24 16:10:25.526078,3.0336442063856284,32
2020-12-24 16:10:25.527060,3.0224489119001543,33
2020-12-24 16:10:25.527060,2.8051935675069815,34
2020-12-24 16:10:25.528051,2.624704943864876,35
2020-12-24 16:10:25.529059,2.465348076922445,36
2020-12-24 16:10:25.530064,2.5682014019646826,37
2020-12-24 16:10:25.531049,2.4413012580418045,38
2020-12-24 16:10:25.533047,2.299169240133602,39
2020-12-24 16:10:25.534046,2.1649347092490867,40
2020-12-24 16:10:25.535048,2.1238495438225735,41
2020-12-24 16:10:25.536049,2.0758903162812303,42
2020-12-24 16:10:25.538044,2.2161805898880145,43
2020-12-24 16:10:25.539057,2.060429668815539,44
2020-12-24 16:10:25.541042,2.106705847679518,45
2020-12-24 16:10:25.542041,2.1937753489482126,46
2020-12-24 16:10:25.542041,1.8558250738972655,47
2020-12-24 16:10:25.543048,2.036405570239823,48
2020-12-24 16:10:25.544045,1.8949561736960994,49
2020-12-24 16:10:25.545049,1.8373062167219436,50
2020-12-24 16:10:25.546038,1.9923027028365172,51
2020-12-24 16:10:25.546038,2.264423354325175,52
2020-12-24 16:10:25.547054,2.1845835179230875,53
2020-12-24 16:10:25.548038,2.3116528810047643,54
2020-12-24 16:10:25.549053,2.090183387447688,55
2020-12-24 16:10:25.550037,2.5193491546302007,56
2020-12-24 16:10:25.550037,2.4805519507084823,57
2020-12-24 16:10:25.551053,2.6966439161962934,58
2020-12-24 16:10:25.551053,2.589911132675227,59
2020-12-24 16:10:25.552044,2.641803093466829,60
2020-12-24 16:10:25.552044,2.7324433124953904,61
2020-12-24 16:10:25.553048,2.982218972982895,62
2020-12-24 16:10:25.554047,3.032803840285108,63
2020-12-24 16:10:25.555042,3.025594473533229,64
2020-12-24 16:10:25.555042,3.088704965619662,65
2020-12-24 16:10:25.555042,3.1674678646144465,66
2020-12-24 16:10:25.556055,3.382572374251837,67
2020-12-24 16:10:25.556055,3.5123531076496377,68
2020-12-24 16:10:25.558037,3.5662002456341018,69
2020-12-24 16:10:25.559032,3.762408110963227,70
2020-12-24 16:10:25.559032,3.6943129676987487,71
2020-12-24 16:10:25.560044,3.7504082566198758,72
2020-12-24 16:10:25.561031,3.9786827022788676,73
2020-12-24 16:10:25.562049,3.9468126377026733,74
2020-12-24 16:10:25.563033,3.9874612897724897,75
2020-12-24 16:10:25.564037,3.864697820827481,76
2020-12-24 16:10:25.565046,3.9936785314794805,77
2020-12-24 16:10:25.565046,3.7491777870797107,78
2020-12-24 16:10:25.566033,4.11987957219222,79
2020-12-24 16:10:25.566033,4.068254297810469,80
2020-12-24 16:10:25.567030,4.018848828270009,81
2020-12-24 16:10:25.567030,3.869905173153816,82
2020-12-24 16:10:25.568038,3.869965823324517,83
2020-12-24 16:10:25.568038,3.696386199226471,84
2020-12-24 16:10:25.568038,3.778625815620887,85
2020-12-24 16:10:25.569031,3.650841069261308,86
2020-12-24 16:10:25.569031,3.6873201876217285,87
2020-12-24 16:10:25.569031,3.6033538121934154,88
2020-12-24 16:10:25.570028,3.4206366935715367,89
2020-12-24 16:10:25.570028,3.2637710530914523,90
2020-12-24 16:10:25.570028,3.2626963373140487,91
